title,description,cleaned_text
Firmenkundenberater/in mit Schwerpunkt gewerbliche Immobilienfinanzierung und Projektgeschäft (m/w/d),Wels - Ringstraße - Kontakt ... Tel.: +43 7242/481-215 - Online Bewerbung - MY JOB: Sie betreuen Firmenkunden und akquirieren Neukunden mit dem Schwerpunkt auf gewerbliche Immobilienfinanzierung und Projektgeschäft … Sie repräsentieren die Oberbank nach außen und pflegen aktiv Ihr Netzwerk,wels ringstra e kontakt tel online bewerbung job sie betreuen firmenkunden und akquirieren neukunden mit dem schwerpunkt auf gewerbliche immobilienfinanzierung und projektgesch ft sie repr sentieren die oberbank nach au en und pflegen aktiv ihr netzwerk
Junior Restructuring Manager:in Corporates & Real Estate,"Dienstort: Wien - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Risikomanagement, Kundenbetreuung Corporates - Unternehmen: Erste Group Bank AG - Die Erste Group wurde 1819 als die Erste österreichische Spar-Casse gegründet und ist heute eine der führenden Bankengruppen in Mittel- und Osteuropa (CEE)",dienstort wien arbeitszeitausma vollzeit berufsfeld risikomanagement kundenbetreuung corporates unternehmen erste group bank ag die erste group wurde al die erste sterreichische spar casse gegr ndet und ist heute eine der f hrenden bankengruppen mittel und osteuropa cee
Kreditanalyst:in für Firmenkunden,"Unterstützung der kommerziellen Kundenbetreuer:innen bei Fragen zum Kreditrisiko … Wir leben #glaubandich: Die Sparkasse OÖ steht für Chancengleichheit unabhängig von Geschlecht, Alter, Hautfarbe, Weltanschauung, sexueller Orientierung oder … ",unterst tzung der kommerziellen kundenbetreuer innen bei fragen zum kreditrisiko wir leben die sparkasse steht f r chancengleichheit unabh ngig von geschlecht alter hautfarbe weltanschauung sexueller orientierung oder
Mitarbeiter Immobilienbewertung (all genders),In dieser Aufgabe nehmen Sie die Bestandsaufnahme der Liegenschaften vor Ort auf und bewerten die Gebäude unterschiedlicher Branchen im gesamten BTV Land … Diese Tätigkeit unterliegt dem Kollektivvertrag für Angestellte der Banken und Bankiers,dieser aufgabe nehmen sie die bestandsaufnahme der liegenschaften vor ort auf und bewerten die geb ude unterschiedlicher branchen im gesamten btv land diese tigkeit unterliegt dem kollektivvertrag f r angestellte der banken und bankiers
Recruiter mit Personalentwicklungsagenden (m/w/d),"Sie übernehmen die Verantwortung für den kompletten Recruiting-Prozess und begleiten und beraten unsere Führungskräfte in ihren Hiring Entscheidungen auf … Sie entwickeln Employer Branding und Talent Acquisition Projekte und helfen mit, die Kommunalkredit als attraktiver Arbeitgeber zu positionieren",sie bernehmen die verantwortung f r den kompletten recruiting prozess und begleiten und beraten unsere f hrungskr fte ihren hiring entscheidungen auf sie entwickeln employer branding und talent acquisition projekte und helfen mit die kommunalkredit al attraktiver arbeitgeber zu positionieren
Mitarbeiter:in im Kreditrisikomanagement (m/w/d),"(Voll- oder Teilzeit) - Möchten Sie folgende Aufgaben übernehmen? * Bonitäts- und Sicherheitenbeurteilung von Kreditanträgen im Bereich Firmen- und Privatkunden … Idealerweise erste Berufserfahrung im Bankbereich (insbesondere Kreditbereich) von Vorteil, jedoch keine Voraussetzung",voll oder teilzeit chten sie folgende aufgaben bernehmen bonit t und sicherheitenbeurteilung von kreditantr gen im bereich firmen und privatkunden idealerweise erste berufserfahrung im bankbereich insbesondere kreditbereich von vorteil jedoch keine voraussetzung
Mitarbeiter:in / Junior Rechtsabteilung (m/w/d),Sie verfügen über ein abgeschlossenes Studium der Rechtswissenschaften und haben das Gerichtsjahr absolviert * * oder bringen min. 5 Jahre Erfahrung aus einer Rechtsabteilung einer Bank oder einer Anwaltskanzlei/einem Notariat mit; idealerweise im Bereich Insolvenzen … ,sie verf gen ber ein abgeschlossenes studium der rechtswissenschaften und haben da gerichtsjahr absolviert oder bringen min jahre erfahrung au einer rechtsabteilung einer bank oder einer anwaltskanzlei einem notariat mit idealerweise im bereich insolvenzen
Key Account Manager:in für Großunternehmen (m/w/d),"Übernahme eines internationalen Kundenportfolios von Großunternehmen (bilaterale Finanzierungen und Konsortialkredite) * Umfassende Betreuung und Beziehungspflege von bzw. mit Großunternehmen, freie Akquisitionsmöglichkeiten bei Neukunden … Erfahrung und fundierte Kenntnisse im Bereich Corporate Banking",bernahme eines internationalen kundenportfolios von gro unternehmen bilaterale finanzierungen und konsortialkredite umfassende betreuung und beziehungspflege von bzw mit gro unternehmen freie akquisitionsm glichkeiten bei neukunden erfahrung und fundierte kenntnisse im bereich corporate banking
Sanierungsmanager (all genders),"In dieser verantwortungsvollen Position begleiten Sie Firmenkunden in den Märkten Österreich, Deutschland, Schweiz und Italien durch die Restrukturierung … Diese Tätigkeit unterliegt dem Kollektivvertrag für Angestellte der Banken und Bankiers",dieser verantwortungsvollen position begleiten sie firmenkunden den rkten sterreich deutschland schweiz und italien durch die restrukturierung diese tigkeit unterliegt dem kollektivvertrag f r angestellte der banken und bankiers
Fachexpert:in Forderungsmanagement,In dieser Position sind Sie für die Betreuung von Sonderkrediten zuständig. Sie entwickeln Maßnahmen bei Problemkunden und setzen diese um … Abgeschlossene kaufmännische Ausbildung mit Bankerfahrung (Hochschulabschluss von Vorteil),dieser position sind sie f r die betreuung von sonderkrediten zust ndig sie entwickeln nahmen bei problemkunden und setzen diese um abgeschlossene kaufm nnische ausbildung mit bankerfahrung hochschulabschluss von vorteil
Privatkundenberater:in mit Schaltertätigkeit,"Sie unterstützen unsere Kunden in allen Angelegenheiten des Zahlungsverkehrs. Dazu zählen die Pflege der Kundendaten, die Betreuung der SB-Geräte, die Bearbeitung und Bestellung von Bankkarten … Abgeschlossene kaufmännische Ausbildung und erste Bankerfahrung",sie unterst tzen unsere kunden allen angelegenheiten de zahlungsverkehrs dazu z hlen die pflege der kundendaten die betreuung der sb ger te die bearbeitung und bestellung von bankkarten abgeschlossene kaufm nnische ausbildung und erste bankerfahrung
Privatkundenberater:in mit Schaltertätigkeit,"Sie unterstützen unsere Kunden in allen Angelegenheiten des Zahlungsverkehrs. Dazu zählen die Pflege der Kundendaten, die Betreuung der SB-Geräte, die Bearbeitung und Bestellung von Bankkarten … Abgeschlossene kaufmännische Ausbildung und erste Bankerfahrung",sie unterst tzen unsere kunden allen angelegenheiten de zahlungsverkehrs dazu z hlen die pflege der kundendaten die betreuung der sb ger te die bearbeitung und bestellung von bankkarten abgeschlossene kaufm nnische ausbildung und erste bankerfahrung
Data Governance & Security Analyst m/w/x,"Homeoffice-Möglichkeit Klagenfurt oder Wien - SCHNELLER, FLEXIBLER, BESSER. WIR SETZEN NEUE BANKSTANDARDS … Die Anadi Bank AG ist eine Challengerbank mit den Geschäftssegmenten Retail Banking, Digital Banking, Corporate Banking und Public Finance",homeoffice glichkeit klagenfurt oder wien schneller flexibler besser wir setzen neue bankstandards die anadi bank ag ist eine challengerbank mit den gesch ftssegmenten retail banking digital banking corporate banking und public finance
"Mitarbeiter Recht, Steuern & Compliance w / m / d","38,5h w / m / d - Ihre Rolle: * Bearbeitung von juristischen Anfragen mit Schwerpunkt auf das Investmentfondsgesetz, AIFMG, BWG und WAG … Mindestens 3-5 Jahre Erfahrung im Finanzbereich (zB Kapitalanlagegesellschaft, Bank, Wertpapierfirma) oder in einer Rechtsanwaltskanzlei/Steuerberatungskanzlei",h w ihre rolle bearbeitung von juristischen anfragen mit schwerpunkt auf da investmentfondsgesetz aifmg bwg und wag mindestens jahre erfahrung im finanzbereich zb kapitalanlagegesellschaft bank wertpapierfirma oder einer rechtsanwaltskanzlei steuerberatungskanzlei
Mitarbeiter Team Service & Kasse (m/w/d),"Freude am Umgang mit Menschen * Hohes Maß an Verlässlichkeit, Genauigkeit und Einsatzbereitschaft * Offenes, kommunikatives Wesen mit sicherem Auftreten * Bei Quereinsteigern und Schulabgängern: Lernbereitschaft und Interesse am Finanzwesen … Sparkasse Feldkirchen/Kärnten",freude umgang mit menschen hohes verl sslichkeit genauigkeit und einsatzbereitschaft offenes kommunikatives wesen mit sicherem auftreten bei quereinsteigern und schulabg ngern lernbereitschaft und interesse finanzwesen sparkasse feldkirchen k rnten
Abteilungsleiter:in Organisation & IT,Steuerung und Überwachung der Aufbau- und Ablauforganisation hinsichtlich Effizienz und Prozessoptimierungen … eine abgeschlossene Ausbildung (HTL oder HAK) und/oder ein betriebswirtschaftliches Studium mit Führungserfahrung vorzugsweise im IT-Bereich des Bankenwesens,steuerung und berwachung der aufbau und ablauforganisation hinsichtlich effizienz und prozessoptimierungen eine abgeschlossene ausbildung htl oder hak und oder ein betriebswirtschaftliches studium mit f hrungserfahrung vorzugsweise im bereich de bankenwesens
Kundenbetreuer:in für unsere Geschäftsstellen (all genders),"Dienstort: Klagenfurt am Wörthersee - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Filialvertrieb - Unternehmen: Kärntner Sparkasse AG - Die Kärntner Sparkasse gehört zu den führenden Geldinstituten in Kärnten. Wir verstehen uns als DIE kompetente, zuverlässige und verantwortungsvolle Partnerin für unsere Kund:innen",dienstort klagenfurt w rthersee arbeitszeitausma vollzeit berufsfeld filialvertrieb unternehmen k rntner sparkasse ag die k rntner sparkasse geh rt zu den f hrenden geldinstituten k rnten wir verstehen un al die kompetente zuverl ssige und verantwortungsvolle partnerin f r unsere kund innen
Mitarbeiter Buchhaltung Immobilien w/m/d,Ihre Rolle: * Verantwortung für die laufende Buchhaltung unserer Immobilienfonds: * Laufende Anlage und Pflege von Dauer- und Abgrenzungsbuchungen * Erstellung und Einbuchung von laufenden Belegen … Koordination von Zahlungen über angeschlossene Banken,ihre rolle verantwortung f r die laufende buchhaltung unserer immobilienfonds laufende anlage und pflege von dauer und abgrenzungsbuchungen erstellung und einbuchung von laufenden belegen koordination von zahlungen ber angeschlossene banken
Kundenberater/in (Vollzeit),Starten Sie Ihre Karriere bei der Hausbank der Zukunft als … Schärding oder Altheim - Gestalten Sie die Zukunft - mit Ihren Kompetenzen. * Erster Ansprechpartner für Kunden * Betreuung und Beratung zugeordneter Kunden … Vertretung der Bank nach außen,starten sie ihre karriere bei der hausbank der zukunft al sch rding oder altheim gestalt sie die zukunft mit ihren kompetenzen erster ansprechpartner f r kunden betreuung und beratung zugeordneter kunden vertretung der bank nach au en
Call Center Agent Inbound 24/7 *,Sie servicieren Kunden zu allen bankspezifischen Anfragen am Telefon * Sie betreiben Cross- and Upselling * Sie gestalten aktiven Verkauf für den Kunden am Telefon * Sie klären Sachverhalte und erwirken Lösungen für unsere Kunden,sie servicieren kunden zu allen bankspezifischen anfragen telefon sie betreiben cross upselling sie gestalt aktiven verkauf f r den kunden telefon sie kl ren sachverhalte und erwirken l sungen f r unsere kunden
Kundenberater/in,Starten Sie Ihre Karriere bei der Hausbank der Zukunft als … Eferding oder Grieskirchen - Gestalten Sie die Zukunft - mit Ihren Kompetenzen. * Erster Ansprechpartner für Kunden * Betreuung und Beratung zugeordneter Kunden … Vertretung der Bank nach außen,starten sie ihre karriere bei der hausbank der zukunft al eferding oder grieskirchen gestalt sie die zukunft mit ihren kompetenzen erster ansprechpartner f r kunden betreuung und beratung zugeordneter kunden vertretung der bank nach au en
Call Center Agent Inbound *,Sie servicieren Kunden zu allen bankspezifischen Anfragen am Telefon * Sie betreiben Cross- and Upselling * Sie gestalten aktiven Verkauf für den Kunden am Telefon * Sie klären Sachverhalte und erwirken Lösungen für unsere Kunden,sie servicieren kunden zu allen bankspezifischen anfragen telefon sie betreiben cross upselling sie gestalt aktiven verkauf f r den kunden telefon sie kl ren sachverhalte und erwirken l sungen f r unsere kunden
Firmenkundenassistent:in,"In dieser Position sind Sie für die Verwaltung von Evidenzen und Terminen der Firmenkundenbetreuer, sowie für die Vor- und Nachbearbeitung der dafür notwendigen … oder elektronische Kundenanfragen, wie zB Fragen zum Thema Kontoführung und wickeln diese professionell ab, erkennen die Kundenwünsche … ",dieser position sind sie f r die verwaltung von evidenzen und terminen der firmenkundenbetreuer sowie f r die vor und nachbearbeitung der daf r notwendigen oder elektronische kundenanfragen wie zb fragen zum thema kontof hrung und wickeln diese professionell ab erkennen die kundenw nsche
Telefonist (m/w/d),"Wir, die Raiffeisenbank Region Gleisdorf-Pischelsdorf, sind eine dynamische, zukunftsorientierte Bank in einem boomenden Wohnungs- und Wirtschaftsraum … Dein Aufgabengebiet umfasst die professionelle telefonische Terminvereinbarung für unsere Kundenbetreuer:innen samt Erfassung im EDV-System",wir die raiffeisenbank region gleisdorf pischelsdorf sind eine dynamische zukunftsorientierte bank einem boomenden wohnungs und wirtschaftsraum dein aufgabengebiet umfasst die professionelle telefonische terminvereinbarung f r unsere kundenbetreuer innen samt erfassung im edv system
Mitarbeiter:in im Finanzierungsservice,"Erstellung von Kreditverträgen, Urkunden und Kreditbewilligungsvorlagen * Abwicklung von Bankgarantien sowie Erstellung von Grundbuchsgesuchen * Durchführung von Bilanz- und Bonitätsanalysen sowie Sicherheitenbewertungen … Bankerfahrung - idealerweise in der Kreditbearbeitung",erstellung von kreditvertr gen urkunden und kreditbewilligungsvorlagen abwicklung von bankgarantien sowie erstellung von grundbuchsgesuchen durchf hrung von bilanz und bonit tsanalysen sowie sicherheitenbewertungen bankerfahrung idealerweise der kreditbearbeitung
Junior Risk Manager,Als stark in der Region verankerte Bank unterstützt die Volksbank Oberösterreich Privatkunden sowie kleine und mittlere Unternehmen … Wels oder Schärding - Gestalten Sie die Zukunft - mit Ihren Kompetenzen. * Laufende Prüfung und Beurteilung von Finanzierungsanträgen im Kommerzbereich,al stark der region verankerte bank unterst tzt die volksbank ober sterreich privatkunden sowie kleine und mittlere unternehmen wels oder sch rding gestalt sie die zukunft mit ihren kompetenzen laufende pr fung und beurteilung von finanzierungsantr gen im kommerzbereich
HAK- oder HLW-Absolvent (m/w/d), … Sie wesentliche Bereiche einer Bank kennenlernen und anschließend Ihren … Einsatz kommen (z.B. Assistenz Private Banking oder Assistenz Finanzierungsberatung … HAK- oder HBLA/HLW-Abschluss 2023 * großes Interesse an der Bankenbranche,sie wesentliche bereiche einer bank kennenlernen und anschlie end ihren einsatz kommen z b assistenz private banking oder assistenz finanzierungsberatung hak oder hbla hlw abschluss gro e interesse der bankenbranche
Sachbearbeiter:in Organisation & IT,"Lösung organisatorischer und technischer Probleme in Zusammenarbeit mit den Marktmitarbeiter:innen sowie den betroffenen Abteilungen … Affinität für betriebswirtschaftliches Denken mit und haben vorzugsweise mindestens eine ein bis zweijährige Erfahrung, vielleicht sogar im Bankwesen gesammelt",l sung organisatorischer und technischer probleme zusammenarbeit mit den marktmitarbeiter innen sowie den betroffenen abteilungen affinit f r betriebswirtschaftliches denken mit und haben vorzugsweise mindestens eine ein bi zweij hrige erfahrung vielleicht sogar im bankwesen gesammelt
Filialleitung (m/w/d),"Mitwirkung bei der Weiterentwicklung unseres Standortes * Leitung der Filiale in Abstimmung mit der zuständigen Regionaldirektorin … wir leben #glaubandich: Die Sparkasse OÖ steht für Chancengleichheit, unabhängig von Geschlecht, Alter, Hautfarbe, Weltanschauung, sexueller Orientierung oder … ",mitwirkung bei der weiterentwicklung unseres standortes leitung der filiale abstimmung mit der zust ndigen regionaldirektorin wir leben die sparkasse steht f r chancengleichheit unabh ngig von geschlecht alter hautfarbe weltanschauung sexueller orientierung oder
Internal Auditor (all genders),"Selbständige und eigenverantwortliche Prüfung von bankinternen Prozessen, Systemen und Organisationseinheiten * Schwerpunkt der Prüfungen in den Bereichen Risikomanagement, IT und Regulatorik … Einschlägige Berufserfahrung in der Bankenbranche/Wirtschaftsprüfung",selbst ndige und eigenverantwortliche pr fung von bankinternen prozessen systemen und organisationseinheiten schwerpunkt der pr fungen den bereichen risikomanagement und regulatorik einschl gige berufserfahrung der bankenbranche wirtschaftspr fung
Mitarbeiter:in Innenrevision,Dienstort: Bregenz - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Sonstige - Unternehmen: Sparkasse Bregenz Bank AG - Sie können daran teilhaben und dazu beitragen. Kommen Sie in unser Team. Ihre Aufgaben sind: * Eigenverantwortliches Bearbeiten von Prüfungsprogrammen auf Basis (aufsichts-) rechtlicher Anforderungen,dienstort bregenz arbeitszeitausma vollzeit berufsfeld sonstige unternehmen sparkasse bregenz bank ag sie k nnen daran teilhaben und dazu beitragen kommen sie unser team ihre aufgaben sind eigenverantwortliches bearbeiten von pr fungsprogrammen auf basis aufsichts rechtlicher anforderungen
Experte Verbriefungstransaktionen *,Sie sind verantwortlich für die monatliche Abwicklung der Verbriefungstransaktionen der BAWAG Group inkl. der damit verbundenen Reportinganforderungen * Sie arbeiten an der Emission neuer Verbriefungen mit * Sie wirken an der Umsetzung neuer aufsichtsrechtlicher Vorschriften im Bereich Verbriefungen mit,sie sind verantwortlich f r die monatliche abwicklung der verbriefungstransaktionen der bawag group inkl der damit verbundenen reportinganforderungen sie arbeiten der emission neuer verbriefungen mit sie wirken der umsetzung neuer aufsichtsrechtlicher vorschriften im bereich verbriefungen mit
Kundenbetreuer:in Kommerz Standard (all genders),"Aufbau von Nachhaltigen Kundenbeziehungen und Neukundenakquise * Entwicklung von individuellen Lösungen für die finanzielle Gesundheit des Firmenkunden * Eigenverantwortliche, umfassende und aktive Betreuung eines bestehenden Kundenstockes … Sparkasse Schwaz",aufbau von nachhaltigen kundenbeziehungen und neukundenakquise entwicklung von individuellen l sungen f r die finanzielle gesundheit de firmenkunden eigenverantwortliche umfassende und aktive betreuung eines bestehenden kundenstockes sparkasse schwaz
Senior Product Owner SME Lending m/w/x,"Homeoffice-Möglichkeit Klagenfurt oder Wien - SCHNELLER, FLEXIBLER, BESSER. WIR SETZEN NEUE BANKSTANDARDS … Die Anadi Bank AG ist eine Challengerbank mit den Geschäftssegmenten Retail Banking, Digital Banking, Corporate Banking und Public Finance",homeoffice glichkeit klagenfurt oder wien schneller flexibler besser wir setzen neue bankstandards die anadi bank ag ist eine challengerbank mit den gesch ftssegmenten retail banking digital banking corporate banking und public finance
Head of Application Management (all genders),Führung und Weiterentwicklung des Teams Application Management als wesentlicher Bestandteil des Bereichs Organisation & IT … Interesse an strategischen Fragestellungen sowie Verständnis für Chancen und Herausforderungen der Informations- und Kommunikationstechnologie im Bankensektor,f hrung und weiterentwicklung de team application management al wesentlicher bestandteil de bereichs organisation interesse strategischen fragestellungen sowie verst ndnis f r chancen und herausforderungen der information und kommunikationstechnologie im bankensektor
Assistenz Firmenkunden Immobilien (all genders),Sie gestionieren gemeinsam mit den Firmenkundenbetreuer*innen Bauträgerprojekte * Sie sind Erstansprechpartner für die Kunden im Tagesgeschäft und wickeln u.a … Mehrjährige Erfahrung vorzugsweise in der Immobilienfinanzierung einer Bank,sie gestionieren gemeinsam mit den firmenkundenbetreuer innen bautr gerprojekte sie sind erstansprechpartner f r die kunden im tagesgesch ft und wickeln u mehrj hrige erfahrung vorzugsweise der immobilienfinanzierung einer bank
Jurist (all genders),"Ihr Aufgabengebiet umfasst die unternehmerische Lösung von Rechtsfragen in allen Aspekten des Bankrechts sowie des Gesellschaftsrechts. * Rechtliche Beratung der Unternehmensführung, der zentralen Geschäftsbereiche sowie unserer Filialen",ihr aufgabengebiet umfasst die unternehmerische l sung von rechtsfragen allen aspekten de bankrechts sowie de gesellschaftsrechts rechtliche beratung der unternehmensf hrung der zentralen gesch ftsbereiche sowie unserer filialen
Spezialist:in für Finanzierungsabwicklung,selbständige Bearbeitung und Abwicklung herausfordernder Kreditfälle für Firmenkunden * Überprüfung von Projektunterlagen * Ausfertigung von Kredit- und Sicherstellungsverträgen … idealerweise Bankerfahrung im Finanzierungsbereich,selbst ndige bearbeitung und abwicklung herausfordernder kreditf lle f r firmenkunden berpr fung von projektunterlagen ausfertigung von kredit und sicherstellungsvertr gen idealerweise bankerfahrung im finanzierungsbereich
Mitarbeiter:in Produkt- und Geschäftsabwicklung,"Qualitative Abwicklung der im Leistungskatalog (Abschnitt Produkt- und Geschäftsabwicklung) enthaltenen Dienstleistungen wie … leben #glaubandich: Die Sparkasse OÖ steht für Chancengleichheit unabhängig von Geschlecht, Alter, Hautfarbe, Weltanschauung, sexueller Orientierung oder … ",qualitative abwicklung der im leistungskatalog abschnitt produkt und gesch ftsabwicklung enthaltenen dienstleistungen wie leben die sparkasse steht f r chancengleichheit unabh ngig von geschlecht alter hautfarbe weltanschauung sexueller orientierung oder
Serviceberater (m/w/d),"Um den Erwartungen unserer Kunden auch in Zukunft gerecht zu werden, setzen wir auf ein starkes Team, das Veränderungen als Chance begreift und … Also, worauf wartest du noch … DEINE ROLLE IN DER RAIFFEISENBANK PASSAIL",um den erwartungen unserer kunden auch zukunft gerecht zu werden setzen wir auf ein starkes team da ver nderungen al chance begreift und also worauf wartest du noch deine rolle der raiffeisenbank passail
Regulatory Expert *,Unterstützung bei der Beratung zu bankaufsichtsrechtlichen und rechtlichen Fragestellungen auf dem Gebiet des Bankensanierungs- und abwicklungsrechts * Verfassen von Stellungnahmen und Berichten * Recherche zu EU-Recht und nationalem Recht,unterst tzung bei der beratung zu bankaufsichtsrechtlichen und rechtlichen fragestellungen auf dem gebiet de bankensanierungs und abwicklungsrechts verfassen von stellungnahmen und berichten recherche zu eu recht und nationalem recht
Versicherungsberater in Bankfilialen (m/w/d),"Bankerfahrung und/oder Expertise im Versicherungsbereich * Kontaktstärke mit dem gewissen Feingefühl * Bereitschaft, Ihr Wissen gerne weiterzugeben * organisatorische Fähigkeiten im Arbeitsalltag - und arbeiten gerne im Team? Dann sind Sie bei uns genau richtig",bankerfahrung und oder expertise im versicherungsbereich kontaktst rke mit dem gewissen feingef hl bereitschaft ihr wissen gerne weiterzugeben organisatorische f higkeiten im arbeitsalltag und arbeiten gerne im team dann sind sie bei un genau richtig
Privatkundenbetreuung Filialgeschäft (all genders) inkl. Mitarbeiterbetreuung,"Individuelle und qualitätsvolle Beratung und Betreuung der Privatkund*innen * Aktive Führung von Kundengesprächen in der BTV * Ausarbeitung von Veranlagungs- und Vorsorgestrategien für Kund*innen … Berufserfahrung im Privatkundengeschäft einer Bank ist von Vorteil, aber keine Voraussetzung",individuelle und qualit tsvolle beratung und betreuung der privatkund innen aktive f hrung von kundengespr chen der btv ausarbeitung von veranlagungs und vorsorgestrategien f r kund innen berufserfahrung im privatkundengesch ft einer bank ist von vorteil aber keine voraussetzung
Duale Akademie für AHS-Absolvent:innen,"#glaubandich … Dienstort: Wien - Arbeitszeitausmaß: Vollzeit - Berufsfeld: Kundenbetreuung Retail - Unternehmen: Erste Bank Oesterreich - Die Erste Bank Oesterreich ist eines der führenden heimischen Geldinstitute. Als Teil der international tätigen Erste Group sind wir eine attraktive Arbeitgeberin, die ihren … ",dienstort wien arbeitszeitausma vollzeit berufsfeld kundenbetreuung retail unternehmen erste bank oesterreich die erste bank oesterreich ist eines der f hrenden heimischen geldinstitute al teil der international tigen erste group sind wir eine attraktive arbeitgeberin die ihren
Mitarbeiter*in Empfang (m/w/d),Die Kathrein Privatbank zählt zu den führenden Privatbanken im deutschsprachigen Raum … Abgeschlossene kaufmännische Ausbildung * Mehrjährige Berufserfahrung in einer ähnlichen Position * Gute Englischkenntnisse * Versierter Umgang mit Office 365,die kathrein privatbank z hlt zu den f hrenden privatbanken im deutschsprachigen raum abgeschlossene kaufm nnische ausbildung mehrj hrige berufserfahrung einer hnlichen position gute englischkenntnisse versierter umgang mit office
Spezialist für gewerbliche Immobilienfinanzierung - Projektgeschäft Schwerpunkt Tourismus (m/w/d),Stadt Salzburg - Kontakt - Hedwig Brandstetter - Tel.: +43/662/6384 DW 203 - Online Bewerbung - MY JOB: Sie beraten KundInnen zu den Themen gewerbliche Immobilienfinanzierung und Projektgeschäft und akquirieren NeukundInnen … Sie repräsentieren die Oberbank nach außen und pflegen aktiv Ihr Netzwerk,stadt salzburg kontakt hedwig brandstetter tel dw online bewerbung job sie beraten kundinnen zu den themen gewerbliche immobilienfinanzierung und projektgesch ft und akquirieren neukundinnen sie repr sentieren die oberbank nach au en und pflegen aktiv ihr netzwerk
Firmenkundenberater (m/w/d),"Sie gestalten aktiv Ihr Kundenportfolio im Hinblick auf Ertrag und Risiko und leisten einen aktiven Beitrag zur Zielerreichung Ihrer Filiale * Sie erarbeiten individuelle Kundenlösungen zu Finanzierungen, Zahlungsverkehr, Veranlagung, Risikoabsicherung und Versicherungen … Netzwerk und repräsentieren die … ",sie gestalt aktiv ihr kundenportfolio im hinblick auf ertrag und risiko und leisten einen aktiven beitrag zur zielerreichung ihrer filiale sie erarbeiten individuelle kundenl sungen zu finanzierungen zahlungsverkehr veranlagung risikoabsicherung und versicherungen netzwerk und repr sentieren die
Firmenkundenassistenz (m/w/d),Sie unterstützen unsere FirmenkundenberaterInnen bei der Vor- und Nachbereitung von Kundengesprächen und im Kreditprozess * Sie stehen unseren KundInnen bei Anfragen und Reklamationen lösungsorientiert zur Seite * Sie sind verantwortlich für die Kontoführung und übernehmen administrative Aufgaben,sie unterst tzen unsere firmenkundenberaterinnen bei der vor und nachbereitung von kundengespr chen und im kreditprozess sie stehen unseren kundinnen bei anfragen und reklamationen l sungsorientiert zur seite sie sind verantwortlich f r die kontof hrung und bernehmen administrative aufgaben
Spezialist gewerbliche Immobilienfinanzierung und Projektgeschäft (m/w/d),Wien - Schwarzenbergplatz - Kontakt ... Tel.: +43/1/53421-55015 - Online Bewerbung - MY JOB: Sie beraten KundInnen des gesamten Geschäftsbereiches Wien zu den Themen gewerbliche Immobilienfinanzierung und Projektgeschäft und akquirieren NeukundInnen … Sie repräsentieren die Oberbank nach außen und pflegen aktiv Ihr … ,wien schwarzenbergplatz kontakt tel online bewerbung job sie beraten kundinnen de gesamten gesch ftsbereiches wien zu den themen gewerbliche immobilienfinanzierung und projektgesch ft und akquirieren neukundinnen sie repr sentieren die oberbank nach au en und pflegen aktiv ihr
Senior Firmenkundenberater (w/m/d),Pölten - St. Pölten - Kontakt ... Tel.: +43(0)2742/385-30 - Online Bewerbung - MY JOB: Sie betreuen unsere FirmenkundInnen von kleinen und mittleren Unternehmen und akquirieren NeukundInnen … Sie pflegen Ihr Netzwerk und repräsentieren die Oberbank nach außen,p lten st p lten kontakt tel online bewerbung job sie betreuen unsere firmenkundinnen von kleinen und mittleren unternehmen und akquirieren neukundinnen sie pflegen ihr netzwerk und repr sentieren die oberbank nach au en
"Lohnverrechner (w/m/d) - 25-38,5 Std./Woche","Erfassung bzw. Kontrolle von Abrechnungsdaten * Berechnung und Kontrolle aller arbeitsrechtlicher Ansprüche (wie z. B. Abfertigung etc.) * Eigenverantwortliche Durchführung der Reisenkostenabrechnungen … mind. 5 Jahre einschlägige Berufserfahrung, vorzugsweise im Bankensektor",erfassung bzw kontrolle von abrechnungsdaten berechnung und kontrolle aller arbeitsrechtlicher anspr che wie z b abfertigung etc eigenverantwortliche durchf hrung der reisenkostenabrechnungen mind jahre einschl gige berufserfahrung vorzugsweise im bankensektor
MitarbeiterIn Asset Management und Nachhaltigkeit (m/w/d),Erstellung von Portfolio- und Wertpapieranalysen * Kennzahlenbasierte Überwachung von Portfolioverwaltungsmandate * Mitwirkung an der Nachhaltigkeitsstrategie von Schelhammer Capital * Laufende Qualitätssicherung des ESG Investmentprozesses … Schelhammer Capital Bank AG,erstellung von portfolio und wertpapieranalysen kennzahlenbasierte berwachung von portfolioverwaltungsmandate mitwirkung der nachhaltigkeitsstrategie von schelhammer capital laufende qualit tssicherung de esg investmentprozesses schelhammer capital bank ag
Versicherungsberater (m/w/d),"umfassende und kompetente Beratung, sowie Erarbeitung abgestimmter Lösungskonzepte für Ihre KundInnen * Beratung und Verkauf von Versicherungsprodukten (isb Kranken u. Sachversicherungen) … abgeschlossene Bankgrundausbildung von Vorteil",umfassende und kompetente beratung sowie erarbeitung abgestimmter l sungskonzepte f r ihre kundinnen beratung und verkauf von versicherungsprodukten isb kranken u sachversicherungen abgeschlossene bankgrundausbildung von vorteil
